,umur,gender,occupation,nominal,periode_transaksi,kategori_nominal
2107,32,0,ASN,2200000,0,Nominal rendah
2108,32,1,ASN,2127598,0,Nominal rendah
2117,33,1,Amil,50000,2,Nominal rendah
2118,33,0,Konsultan Perencanaan,1600000,2,Nominal rendah
2121,33,0,Swasta,681200,2,Nominal rendah
2122,33,0,Amil,475000,2,Nominal rendah
2123,33,1,Amil,450000,2,Nominal rendah
2124,33,0,Energi,1133700,2,Nominal rendah
2125,33,0,Amil,100000,2,Nominal rendah
2128,33,1,Pajak,217570,2,Nominal rendah
2129,33,1,Karyawan,173533,2,Nominal rendah
2130,33,1,Pegawai Swasta,500000,2,Nominal rendah
2131,33,0,ASN,360000,2,Nominal rendah
2132,33,0,Konstruksi,161570,2,Nominal rendah
2133,33,1,Pajak,523889,2,Nominal rendah
2134,33,1,ASN,550000,2,Nominal rendah
2135,33,0,ASN,1382000,2,Nominal rendah
2137,33,1,ASN,6250000,2,Nominal diatas rata-rata
2138,33,0,Konstruksi,173635,2,Nominal rendah
2139,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,590000,2,Nominal rendah
2141,33,0,Swasta,634600,2,Nominal rendah
2143,33,0,Amil,90000,2,Nominal rendah
2144,33,1,Amil,1000,2,Nominal rendah
2145,33,0,Pialang Asuransi,229160,2,Nominal rendah
2147,33,0,Energi,437050,2,Nominal rendah
2149,33,1,Perpajakan,375000,2,Nominal rendah
2150,33,1,Pajak,255903,2,Nominal rendah
2151,33,0,ASN,325000,2,Nominal rendah
2152,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,259000,2,Nominal rendah
2153,33,0,Amil,50000,2,Nominal rendah
2158,33,1,Amil,100000,2,Nominal rendah
2159,33,0,Konstruksi,173625,2,Nominal rendah
2160,33,0,Energi,437025,2,Nominal rendah
2161,33,0,Pialang Asuransi,331608,2,Nominal rendah
2162,33,1,Perpajakan,300000,2,Nominal rendah
2165,33,0,Amil,475000,1,Nominal rendah
2166,33,0,Pialang Asuransi,323897,1,Nominal rendah
2167,33,1,Amil,450000,1,Nominal rendah
2168,33,0,Pialang Asuransi,180000,1,Nominal rendah
2169,33,0,Swasta,2146100,1,Nominal rendah
2170,33,0,Amil,180000,1,Nominal rendah
2171,33,1,Karyawan,173533,1,Nominal rendah
2173,33,0,Konstruksi,161015,1,Nominal rendah
2174,33,0,ASN,2500000,1,Nominal rendah
2175,33,1,Pajak,279146,1,Nominal rendah
2176,33,1,Pajak,255903,1,Nominal rendah
2177,33,1,ASN,550000,1,Nominal rendah
2178,33,1,Perpajakan,300000,1,Nominal rendah
2181,33,0,BUMN,652725,1,Nominal rendah
2182,33,1,Pajak,456125,1,Nominal rendah
2183,33,0,Konstruksi,176322,1,Nominal rendah
2184,33,0,Freelancer,30000000,1,Nominal tinggi
2185,33,1,Amil,90000,1,Nominal rendah
2186,33,0,ASN,680000,1,Nominal rendah
2187,33,1,Kesehatan,1260000,1,Nominal rendah
2190,33,1,IT,6100000,1,Nominal diatas rata-rata
2191,33,0,Pialang Asuransi,322536,1,Nominal rendah
2192,33,1,Swasta,180000,1,Nominal rendah
2193,33,0,Swasta,1266500,1,Nominal rendah
2194,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,409000,1,Nominal rendah
2195,33,0,Konstruksi,45000,1,Nominal rendah
2196,33,0,Amil,65000,2,Nominal rendah
2197,33,0,Energi,2231900,2,Nominal rendah
2198,33,0,BUMN,1072950,2,Nominal rendah
2200,33,1,Pajak,518059,2,Nominal rendah
2203,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,465000,2,Nominal rendah
2204,33,0,Amil,617500,2,Nominal rendah
2205,33,0,Amil,212198,2,Nominal rendah
2206,33,1,Amil,585000,2,Nominal rendah
2207,33,0,Amil,194037,2,Nominal rendah
2208,33,0,Swasta,675000,2,Nominal rendah
2211,33,0,BUMN,601725,2,Nominal rendah
2212,33,0,Konstruksi,350000,2,Nominal rendah
2214,33,0,Energi,1960075,2,Nominal rendah
2216,33,0,Energi,2545150,2,Nominal rendah
2217,33,0,BUMN,942450,2,Nominal rendah
2218,33,0,Konsultan Perencanaan,1500000,2,Nominal rendah
2220,33,1,ASN,550000,0,Nominal rendah
2221,33,1,Amil,472500,0,Nominal rendah
2222,33,0,Amil,171391,0,Nominal rendah
2223,33,0,Amil,498750,0,Nominal rendah
2224,33,1,Amil,2900000,0,Nominal rendah
2225,33,0,Pegawai Swasta,81000,0,Nominal rendah
2229,33,0,Swasta,759700,0,Nominal rendah
2230,33,0,Konstruksi,2900000,0,Nominal rendah
2231,33,0,Konstruksi,186200,0,Nominal rendah
2232,33,0,Energi,402275,0,Nominal rendah
2233,33,0,BUMN,601725,0,Nominal rendah
2234,33,0,ASN,2250000,0,Nominal rendah
2235,33,1,Perpajakan,330000,2,Nominal rendah
2237,33,0,Telekomunikasi,585529,2,Nominal rendah
2238,33,0,Konstruksi,125000,2,Nominal rendah
2239,33,1,Pajak,444627,2,Nominal rendah
2241,33,0,Energi,1726925,2,Nominal rendah
2242,33,1,Karyawan,162180,2,Nominal rendah
2244,33,0,buruh,400000,2,Nominal rendah
2247,33,0,Pialang Asuransi,208421,2,Nominal rendah
2249,33,0,Swasta,522500,2,Nominal rendah
2252,33,0,ASN,350000,2,Nominal rendah
2253,33,0,Konstruksi,231750,2,Nominal rendah
2254,33,0,buruh,475000,2,Nominal rendah
2255,33,1,Pendidikan,25000,2,Nominal rendah
2256,33,1,Pajak,184178,2,Nominal rendah
2257,33,0,IT,1000000,2,Nominal rendah
2259,33,0,Swasta,518300,2,Nominal rendah
2261,33,0,Pialang Asuransi,204501,2,Nominal rendah
2264,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,401000,2,Nominal rendah
2265,33,0,Konstruksi,186120,2,Nominal rendah
2266,33,1,Tidak Bekerja,320000,2,Nominal rendah
2268,33,1,Konstruksi,200000,2,Nominal rendah
2269,33,0,Pegawai Swasta,170000,2,Nominal rendah
2270,33,0,ASN,605000,2,Nominal rendah
2272,33,1,Pajak,220614,2,Nominal rendah
2274,33,0,Energi,433500,2,Nominal rendah
2275,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,379000,2,Nominal rendah
2277,33,0,Swasta,640100,2,Nominal rendah
2281,33,0,Energi,1283475,2,Nominal rendah
2282,33,0,Konstruksi,174876,2,Nominal rendah
2288,33,0,Telekomunikasi,1365817,2,Nominal rendah
2289,33,0,Konstruksi,630000,2,Nominal rendah
2290,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,346000,2,Nominal rendah
2292,33,0,Swasta,626400,2,Nominal rendah
2293,33,0,Amil,150000,2,Nominal rendah
2294,33,0,Karyawan,1000000,2,Nominal rendah
2300,33,0,Telekomunikasi,626603,2,Nominal rendah
2303,33,0,Energi,503000,2,Nominal rendah
2305,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,842000,2,Nominal rendah
2306,33,0,Telekomunikasi,1046196,2,Nominal rendah
2308,33,0,ASN,650000,2,Nominal rendah
2310,33,1,Perpajakan,3600000,2,Nominal rendah
2311,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,258000,2,Nominal rendah
2312,33,1,Amil,20000,2,Nominal rendah
2313,33,0,Swasta,466000,2,Nominal rendah
2314,33,0,Amil,210000,2,Nominal rendah
2315,33,0,Amil,335335,2,Nominal rendah
2317,33,1,Amil,213583,2,Nominal rendah
2318,33,1,Amil,313698,2,Nominal rendah
2319,33,0,IT,10000,2,Nominal rendah
2320,33,0,Konstruksi,557717,2,Nominal rendah
2321,33,0,Energi,372025,2,Nominal rendah
2324,33,1,ASN,500000,2,Nominal rendah
2325,33,0,Telekomunikasi,589019,2,Nominal rendah
2326,33,0,ASN,654000,2,Nominal rendah
2328,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,319000,2,Nominal rendah
2330,33,0,BUMN,527075,2,Nominal rendah
2333,33,0,BUMN,527050,2,Nominal rendah
2335,33,0,Pialang Asuransi,206461,2,Nominal rendah
2336,33,0,Konstruksi,250081,2,Nominal rendah
2339,33,0,ASN,644000,2,Nominal rendah
2340,33,0,Telekomunikasi,585598,2,Nominal rendah
2343,33,0,ASN,507000,2,Nominal rendah
2345,33,0,Energi,380300,2,Nominal rendah
2346,33,0,ASN,1350000,2,Nominal rendah
2347,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,235000,2,Nominal rendah
2348,33,1,Amil,722603,2,Nominal rendah
2350,33,0,Amil,178775,2,Nominal rendah
2352,33,0,Swasta,1101000,2,Nominal rendah
2353,33,0,BUMN,558675,2,Nominal rendah
2355,33,0,Amil,754330,2,Nominal rendah
2357,33,0,Konstruksi,210028,2,Nominal rendah
2358,33,0,Lain-lain,200000,2,Nominal rendah
2359,33,0,Energi,391150,2,Nominal rendah
2361,33,1,Pegawai Swasta,600000,2,Nominal rendah
2362,33,0,ASN,594000,2,Nominal rendah
2365,33,0,Telekomunikasi,585529,1,Nominal rendah
2368,33,0,buruh,135000,1,Nominal rendah
2369,33,0,IT,10000,1,Nominal rendah
2370,33,0,Konstruksi,392630,1,Nominal rendah
2371,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,395000,1,Nominal rendah
2372,33,0,Pendidikan,135000,1,Nominal rendah
2375,33,0,buruh,130000,1,Nominal rendah
2376,33,1,Keuangan,1774851,1,Nominal rendah
2377,33,0,ASN,2000000,1,Nominal rendah
2379,33,0,ASN,2585000,1,Nominal rendah
2380,33,0,Swasta,1005000,1,Nominal rendah
2383,33,0,ASN,500000,1,Nominal rendah
2384,33,0,Amil,100000,1,Nominal rendah
2385,33,1,Karyawan,162180,1,Nominal rendah
2386,33,1,Tidak Bekerja,270000,1,Nominal rendah
2387,33,1,Pegawai Swasta,600000,1,Nominal rendah
2388,33,1,Swasta,90000,1,Nominal rendah
2389,33,0,Konsultan Perencanaan,800000,1,Nominal rendah
2390,33,0,BUMN,3102000,1,Nominal rendah
2392,33,0,Pialang Asuransi,196660,1,Nominal rendah
2393,33,0,BUMN,180000,1,Nominal rendah
2394,33,0,Telekomunikasi,488750,1,Nominal rendah
2396,33,1,Pendidikan,25000,1,Nominal rendah
2397,33,0,Lain-lain,180000,1,Nominal rendah
2398,33,0,Konstruksi,1239249,1,Nominal rendah
2399,33,0,Energi,1934800,1,Nominal rendah
2400,33,0,Konstruksi,135000,1,Nominal rendah
2401,33,0,Freelancer,315000,1,Nominal rendah
2402,33,0,ASN,935000,2,Nominal rendah
2403,33,1,ASN,925000,2,Nominal rendah
2404,33,1,ASN,6500000,2,Nominal diatas rata-rata
2405,33,0,Telekomunikasi,590661,2,Nominal rendah
2408,33,0,Pialang Asuransi,203521,2,Nominal rendah
2412,33,0,Energi,1143175,2,Nominal rendah
2413,33,0,ASN,845000,2,Nominal rendah
2414,33,1,ASN,182500,0,Nominal rendah
2415,33,0,Telekomunikasi,588950,0,Nominal rendah
2416,33,0,Amil,150000,0,Nominal rendah
2418,33,0,Amil,475000,0,Nominal rendah
2419,33,1,Amil,450000,0,Nominal rendah
2420,33,1,Pegawai Swasta,600000,0,Nominal rendah
2421,33,0,Pendidikan,2500000,0,Nominal rendah
2422,33,0,Swasta,518300,0,Nominal rendah
2423,33,0,ASN,350000,0,Nominal rendah
2424,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,255000,0,Nominal rendah
2425,33,1,Karyawan,162180,0,Nominal rendah
2426,33,1,Amil,100000,0,Nominal rendah
2427,33,0,Energi,764800,0,Nominal rendah
2429,33,1,Perpajakan,500000,0,Nominal rendah
2430,33,0,ASN,594000,0,Nominal rendah
2431,33,1,Tidak Bekerja,2500000,0,Nominal rendah
2432,33,0,ASN,345000,0,Nominal rendah
2433,33,1,Amil,2500001,0,Nominal rendah
2435,33,1,Amil,2200000,0,Nominal rendah
2437,33,1,Pendidikan,25000,0,Nominal rendah
2438,33,0,Pialang Asuransi,206461,0,Nominal rendah
2439,33,0,Konsultan Perencanaan,2500000,0,Nominal rendah
2440,33,0,buruh,200336,2,Nominal rendah
2441,33,0,Penjualan Alat Berat (Traktor Traktor Pertani,343000,2,Nominal rendah
2443,33,0,ASN,520000,2,Nominal rendah
2449,34,0,Wiraswasta,616000,2,Nominal rendah
2450,34,1,Kesehatan,360000,2,Nominal rendah
2451,34,0,Agroindustri,225000,2,Nominal rendah
2452,34,0,Wiraswasta,209000,2,Nominal rendah
2453,34,0,Otomotif,635410,2,Nominal rendah
2454,34,1,Amil,170221,2,Nominal rendah
2455,34,0,Amil,255174,2,Nominal rendah
2456,34,0,Asuransi,1100000,2,Nominal rendah
2457,34,0,Periklanan / Pemasaran,450000,2,Nominal rendah
2458,34,0,Swasta,750000,2,Nominal rendah
2461,34,0,Sertifikasi,570082,2,Nominal rendah
2462,34,0,Pemerintahan,230000,2,Nominal rendah
2463,34,1,Kepemerintahan,186000,2,Nominal rendah
2464,34,0,Wiraswasta,1455000,2,Nominal rendah
2465,34,1,Kesehatan,500000,2,Nominal rendah
2467,34,0,07991,368265,2,Nominal rendah
2469,34,0,08066,368265,2,Nominal rendah
2470,34,0,IT,500000,2,Nominal rendah
2473,34,0,Jasa,400000,2,Nominal rendah
2474,34,0,Administrasi,125000,2,Nominal rendah
2475,34,0,Agroindustri,450000,2,Nominal rendah
2476,34,0,Wiraswasta,60500,2,Nominal rendah
2477,34,0,Wiraswasta,117000,2,Nominal rendah
2478,34,0,Wiraswasta,106000,2,Nominal rendah
2479,34,0,Agroindustri,255000,2,Nominal rendah
2480,34,0,Wiraswasta,93000,2,Nominal rendah
2481,34,0,Swasta,385000,2,Nominal rendah
2484,34,0,Agroindustri,217500,2,Nominal rendah
2485,34,0,Swasta,185000,2,Nominal rendah
2486,34,0,KONTRUKSI,365000,2,Nominal rendah
2488,34,0,IT,450000,2,Nominal rendah
2490,34,0,Wiraswasta,504000,2,Nominal rendah
2491,34,0,Wiraswasta,98000,2,Nominal rendah
2494,34,0,Otomotif,706000,2,Nominal rendah
2495,34,0,Wiraswasta,1110000,2,Nominal rendah
2496,34,0,Agroindustri,401438,2,Nominal rendah
2497,34,0,Administrasi,150000,2,Nominal rendah
2498,34,0,Wiraswasta,252000,2,Nominal rendah
2499,34,0,Agroindustri,81750,2,Nominal rendah
2501,34,0,Jasa,250000,2,Nominal rendah
2502,34,0,Otomotif,697900,2,Nominal rendah
2504,34,0,Asuransi,1500000,2,Nominal rendah
2505,34,0,Swasta,425000,2,Nominal rendah
2508,34,0,IT,600000,2,Nominal rendah
2512,34,0,Wiraswasta,485000,2,Nominal rendah
2513,34,0,Swasta,515000,2,Nominal rendah
2514,34,0,Wiraswasta,55000,2,Nominal rendah
2515,34,0,Wiraswasta,471000,2,Nominal rendah
2516,34,0,Administrasi,187500,2,Nominal rendah
2517,34,0,Agroindustri,408000,2,Nominal rendah
2518,34,0,Agroindustri,217500,1,Nominal rendah
2519,34,0,Periklanan / Pemasaran,250000,1,Nominal rendah
2520,34,0,Asuransi,1500000,1,Nominal rendah
2521,34,0,Amil,255174,1,Nominal rendah
2522,34,0,Periklanan / Pemasaran,450000,1,Nominal rendah
2523,34,0,Swasta,900000,1,Nominal rendah
2524,34,0,KONTRUKSI,359000,1,Nominal rendah
2525,34,0,Sertifikasi,187930,1,Nominal rendah
2526,34,0,IT,180000,1,Nominal rendah
2527,34,0,IT,450000,1,Nominal rendah
2529,34,1,ASN,370000,1,Nominal rendah
2530,34,0,Tidak Bekerja,3550000,1,Nominal rendah
2532,34,1,Karyawan,90000,1,Nominal rendah
2533,34,0,Agroindustri,575000,1,Nominal rendah
2534,34,0,Sertifikasi,375000,1,Nominal rendah
2535,34,0,Asuransi,4500000,1,Nominal diatas rata-rata
2536,34,0,ASN,10410000,1,Nominal diatas rata-rata
2538,34,1,Kepemerintahan,365000,1,Nominal rendah
2539,34,0,Kesehatan,4151000,1,Nominal diatas rata-rata
2540,34,0,Administrasi,310000,1,Nominal rendah
2541,34,0,Karyawan,45000,1,Nominal rendah
2543,34,0,ASN,315000,1,Nominal rendah
2544,34,0,Lain-lain,15000000,1,Nominal diatas rata-rata
2545,34,0,KONTRUKSI,310000,1,Nominal rendah
2546,34,0,IT,180000,1,Nominal rendah
2547,34,0,Otomotif,678100,1,Nominal rendah
2550,34,0,07991,369515,2,Nominal rendah
2552,34,0,Wiraswasta,382000,2,Nominal rendah
2553,34,0,Wiraswasta,71000,2,Nominal rendah
2554,34,0,Jasa,650000,2,Nominal rendah
2555,34,0,Sertifikasi,375000,2,Nominal rendah
2557,34,0,Amil,331726,2,Nominal rendah
2558,34,0,Amil,203350,2,Nominal rendah
2559,34,0,Karyawan,183186,2,Nominal rendah
2560,34,0,Swasta,450000,2,Nominal rendah
2561,34,1,Amil,221288,2,Nominal rendah
2562,34,0,Jasa,180000,2,Nominal rendah
2563,34,1,Karyawan,175725,2,Nominal rendah
2565,34,0,Periklanan / Pemasaran,75000,2,Nominal rendah
2567,34,0,Asuransi,1200000,2,Nominal rendah
2568,34,0,Wiraswasta,488582,2,Nominal rendah
2569,34,0,Wiraswasta,365043,2,Nominal rendah
2571,34,0,Administrasi,200000,2,Nominal rendah
2573,34,0,Sertifikasi,375000,0,Nominal rendah
2574,34,0,Asuransi,5500000,0,Nominal diatas rata-rata
2575,34,0,Amil,267932,0,Nominal rendah
2576,34,1,Amil,178732,0,Nominal rendah
2577,34,0,Jasa,230000,0,Nominal rendah
2578,34,0,KONTRUKSI,356000,0,Nominal rendah
2581,34,0,Swasta,2100000,0,Nominal rendah
2582,34,0,Periklanan / Pemasaran,600000,0,Nominal rendah
2583,34,0,Wiraswasta,246357,0,Nominal rendah
2584,34,0,Asuransi,1200000,0,Nominal rendah
2585,34,0,Migas,2502000,2,Nominal rendah
2586,34,0,Wiraswasta,343807,2,Nominal rendah
2588,34,0,Sertifikasi,376259,2,Nominal rendah
2589,34,0,Swasta,225000,2,Nominal rendah
2590,34,0,Agroindustri,405000,2,Nominal rendah
2591,34,0,Swasta,410000,2,Nominal rendah
2592,34,0,Jasa,210000,2,Nominal rendah
2593,34,1,Kepemerintahan,300000,2,Nominal rendah
2594,34,0,07991,362363,2,Nominal rendah
2595,34,0,08066,362363,2,Nominal rendah
2596,34,0,Otomotif,402000,2,Nominal rendah
2598,34,0,KONTRUKSI,310000,2,Nominal rendah
2599,34,0,Otomotif,177628,2,Nominal rendah
2601,34,0,Agroindustri,60000,2,Nominal rendah
2602,34,0,Penerbang,815750,2,Nominal rendah
2603,34,0,Asuransi,300000,2,Nominal rendah
2604,34,0,Agroindustri,402000,2,Nominal rendah
2605,34,0,Swasta,125000,2,Nominal rendah
2606,34,0,Wiraswasta,749000,2,Nominal rendah
2608,34,0,Swasta,350000,2,Nominal rendah
2611,34,1,Kepemerintahan,325000,2,Nominal rendah
2617,34,1,ASN,250000,2,Nominal rendah
2619,34,0,Wiraswasta,643000,2,Nominal rendah
2620,34,0,Agroindustri,619500,2,Nominal rendah
2621,34,0,Wiraswasta,750000,2,Nominal rendah
2632,34,0,Wiraswasta,101000,2,Nominal rendah
2635,34,0,Swasta,675000,2,Nominal rendah
2638,34,0,Wiraswasta,1001000,2,Nominal rendah
2640,34,0,Jasa,200000,2,Nominal rendah
2642,34,0,Kesehatan,2600000,2,Nominal rendah
2644,34,0,Wiraswasta,567000,2,Nominal rendah
2645,34,0,Administrasi,250000,2,Nominal rendah
2649,34,0,Wiraswasta,312500,2,Nominal rendah
2651,34,0,Agroindustri,401437,2,Nominal rendah
2652,34,1,Swasta,100,2,Nominal rendah
2653,34,0,Wiraswasta,961000,2,Nominal rendah
2654,34,1,Kesehatan,200000,2,Nominal rendah
2659,34,1,Kepemerintahan,232000,2,Nominal rendah
2662,34,0,Wiraswasta,1203000,2,Nominal rendah
2663,34,0,Swasta,250000,2,Nominal rendah
2667,34,0,Pertambangan,4375000,2,Nominal diatas rata-rata
2668,34,0,Otomotif,751000,2,Nominal rendah
2671,34,0,07991,385338,2,Nominal rendah
2672,34,0,08066,361113,2,Nominal rendah
2673,34,1,Kepemerintahan,757000,2,Nominal rendah
2674,34,0,Lain-lain,200000,2,Nominal rendah
2675,34,0,Administrasi,710000,2,Nominal rendah
2676,34,0,Property,600000,2,Nominal rendah
2677,34,0,ASN,149448,2,Nominal rendah
2678,34,1,ASN,156755,2,Nominal rendah
2680,34,0,Asuransi,1400000,2,Nominal rendah
2681,34,0,Wiraswasta,740000,2,Nominal rendah
2683,34,0,Property,400000,2,Nominal rendah
2684,34,0,ASN,82500,2,Nominal rendah
2685,34,0,Agroindustri,342500,2,Nominal rendah
2686,34,0,Amil,243023,2,Nominal rendah
2687,34,0,Wiraswasta,150750,2,Nominal rendah
2691,34,0,Wiraswasta,138500,2,Nominal rendah
2693,34,0,Sertifikasi,363491,2,Nominal rendah
2694,34,0,Sertifikasi,412500,2,Nominal rendah
2696,34,0,Otomotif,415270,2,Nominal rendah
2697,34,0,IT,250000,2,Nominal rendah
2699,34,0,ASN,13300,2,Nominal rendah
2700,34,0,ASN,163750,2,Nominal rendah
2701,34,0,Otomotif,420000,2,Nominal rendah
2704,34,0,Wiraswasta,818000,2,Nominal rendah
2705,34,0,Agroindustri,218750,2,Nominal rendah
2706,34,0,Wiraswasta,705000,2,Nominal rendah
2711,34,0,Wiraswasta,116000,2,Nominal rendah
2712,34,1,Kepemerintahan,530000,2,Nominal rendah
2713,34,0,Wiraswasta,171000,2,Nominal rendah
2715,34,1,ASN,617000,2,Nominal rendah
2716,34,0,Wiraswasta,195000,2,Nominal rendah
2720,34,0,Asuransi,525000,2,Nominal rendah
2721,34,0,Amil,171321,2,Nominal rendah
2722,34,0,Amil,279476,2,Nominal rendah
2724,34,0,Swasta,275000,2,Nominal rendah
2725,34,0,Wiraswasta,728000,2,Nominal rendah
2726,34,1,Lain-lain,4193913,2,Nominal diatas rata-rata
2728,34,1,Amil,186433,2,Nominal rendah
2729,34,0,ASN,202375,2,Nominal rendah
2733,34,0,Otomotif,540000,2,Nominal rendah
2734,34,0,Wiraswasta,250000,2,Nominal rendah
2735,34,0,Karyawan,300000,2,Nominal rendah
2740,34,0,Agroindustri,360000,1,Nominal rendah
2742,34,1,Amil,1450000,1,Nominal rendah
2743,34,0,Asuransi,1100000,1,Nominal rendah
2744,34,0,ASN,483750,1,Nominal rendah
2745,34,1,Amil,170221,1,Nominal rendah
2747,34,0,Lain-lain,180000,1,Nominal rendah
2748,34,0,Agroindustri,125000,1,Nominal rendah
2749,34,0,Otomotif,398000,1,Nominal rendah
2750,34,0,Migas,270000,1,Nominal rendah
2751,34,0,ASN,180000,1,Nominal rendah
2752,34,0,ASN,5590000,1,Nominal diatas rata-rata
2753,34,1,Kepemerintahan,855000,1,Nominal rendah
2755,34,0,Wiraswasta,1200000,1,Nominal rendah
2756,34,0,KONTRUKSI,375000,1,Nominal rendah
2760,34,0,Tidak Bekerja,3250000,1,Nominal rendah
2762,34,0,Jasa,205000,1,Nominal rendah
2764,34,0,Otomotif,420000,1,Nominal rendah
2765,34,0,Mahasiswa,135000,1,Nominal rendah
2766,34,0,Lain-lain,21849928,1,Nominal tinggi
2767,34,1,Karyawan,45000,1,Nominal rendah
2769,34,0,Property,2000000,1,Nominal rendah
2770,34,0,07991,362363,1,Nominal rendah
2774,34,0,Administrasi,217500,2,Nominal rendah
2776,34,0,Migas,5671039,2,Nominal diatas rata-rata
2780,34,0,Agroindustri,351000,2,Nominal rendah
2782,34,0,Jasa,215000,2,Nominal rendah
2784,34,0,Wiraswasta,695000,2,Nominal rendah
2786,34,0,ASN,187500,2,Nominal rendah
2787,34,0,Wiraswasta,210000,2,Nominal rendah
2791,34,0,Lain-lain,200000,2,Nominal rendah
2794,34,0,Lain-lain,200000,0,Nominal rendah
2795,34,0,Agroindustri,402000,0,Nominal rendah
2796,34,0,Wiraswasta,140000,0,Nominal rendah
2797,34,0,Wiraswasta,600000,0,Nominal rendah
2798,34,0,Asuransi,550000,0,Nominal rendah
2799,34,0,Wiraswasta,716000,0,Nominal rendah
2800,34,0,Amil,255174,0,Nominal rendah
2801,34,1,Amil,170221,0,Nominal rendah
2802,34,0,Asuransi,1100000,0,Nominal rendah
2803,34,0,Penerbang,1310000,0,Nominal rendah
2804,34,0,Swasta,750000,0,Nominal rendah
2805,34,0,Lain-lain,257399,0,Nominal rendah
2806,34,0,Periklanan / Pemasaran,450000,0,Nominal rendah
2807,34,0,Agroindustri,217500,0,Nominal rendah
2808,34,0,Administrasi,125000,0,Nominal rendah
2809,34,0,Otomotif,460000,0,Nominal rendah
2810,34,1,Kesehatan,500000,0,Nominal rendah
2811,34,0,07991,362363,0,Nominal rendah
2812,34,0,08066,362363,0,Nominal rendah
2813,34,1,Kepemerintahan,761000,0,Nominal rendah
2814,34,0,Wiraswasta,2500000,0,Nominal rendah
2815,34,1,ASN,350000,0,Nominal rendah
2817,34,0,Agroindustri,90000,0,Nominal rendah
2820,34,0,IT,200000,2,Nominal rendah
2821,34,0,Jasa,350000,2,Nominal rendah
2822,34,0,Agroindustri,100000,2,Nominal rendah
2827,34,0,Swasta,2050000,2,Nominal rendah
2831,34,0,Penerbang,1632000,2,Nominal rendah
2832,35,0,Freelancer,1,2,Nominal rendah
2833,35,0,ASN,530000,2,Nominal rendah
2834,35,0,Amil,375000,2,Nominal rendah
2835,35,0,Manager Program,387500,2,Nominal rendah
2836,35,0,Amil,500000,2,Nominal rendah
2837,35,0,Amil,258395,2,Nominal rendah
2839,35,0,Otomotif,200000,2,Nominal rendah
2840,35,0,Galangan Kapal,150000,2,Nominal rendah
2846,35,0,Logistic,250000,2,Nominal rendah
2847,35,0,Pegawai Swasta,277499,2,Nominal rendah
2848,35,0,ASN,150000,2,Nominal rendah
2855,35,0,Pendidikan,1000000,2,Nominal rendah
2856,35,0,Pegawai Swasta,277216,2,Nominal rendah
2863,35,0,Pegawai Swasta,277500,2,Nominal rendah
2870,35,0,Perbankan,500000,2,Nominal rendah
2871,35,0,Pegawai Swasta,277379,1,Nominal rendah
2872,35,0,Amil,375000,1,Nominal rendah
2873,35,0,Amil,500000,1,Nominal rendah
2874,35,0,Amil,258395,1,Nominal rendah
2875,35,0,Manager Program,387500,1,Nominal rendah
2877,35,1,Pegawai Swasta,4500000,1,Nominal diatas rata-rata
2878,35,1,Hukum,10000000,1,Nominal diatas rata-rata
2879,35,0,Oil &amp; Gas,423000,1,Nominal rendah
2880,35,1,Pegawai Swasta,45000,1,Nominal rendah
2881,35,0,Otomotif,200000,1,Nominal rendah
2882,35,0,Galangan Kapal,150000,1,Nominal rendah
2883,35,0,Logistic,250000,1,Nominal rendah
2884,35,0,ASN,150000,1,Nominal rendah
2890,35,0,Swasta,2300000,1,Nominal rendah
2891,35,0,ASN,180000,1,Nominal rendah
2892,35,0,ASN,4000000,1,Nominal diatas rata-rata
2893,35,0,Oil &amp; Gas,800000,1,Nominal rendah
2894,35,0,Logistic,45000,1,Nominal rendah
2898,35,0,Perbankan,135000,1,Nominal rendah
2905,35,0,Amil,15000,1,Nominal rendah
2906,35,0,Amil,315000,1,Nominal rendah
2907,35,1,Pegawai Swasta,2500000,2,Nominal rendah
2908,35,0,Pegawai Swasta,277379,2,Nominal rendah
2909,35,0,Oil &amp; Gas,822400,2,Nominal rendah
2912,35,0,Pendidikan,500000,2,Nominal rendah
2914,35,0,Amil,177450,2,Nominal rendah
2915,35,0,Amil,472500,2,Nominal rendah
2917,35,0,Amil,650000,2,Nominal rendah
2918,35,0,Manager Program,503750,2,Nominal rendah
2919,35,0,Amil,335914,2,Nominal rendah
2923,35,0,Otomotif,100000,2,Nominal rendah
2925,35,0,ASN,1050000,0,Nominal rendah
2926,35,0,Amil,391250,0,Nominal rendah
2927,35,0,Manager Program,406875,0,Nominal rendah
2928,35,0,Amil,525000,0,Nominal rendah
