,umur,gender,occupation,nominal,periode_transaksi,kategori_nominal
6196,44,0,ASN,352295,2,Nominal rendah
6200,44,0,Amil,660821,2,Nominal rendah
6201,44,0,Amil,238754,2,Nominal rendah
6202,44,0,BUMN,609303,2,Nominal rendah
6206,44,0,BUMN,530078,2,Nominal rendah
6212,44,1,marketing,900000,2,Nominal rendah
6215,44,1,Karyawan,50000,2,Nominal rendah
6218,44,0,ASN,250000,2,Nominal rendah
6220,44,0,Amil,1153359,2,Nominal rendah
6222,44,0,Amil,647493,2,Nominal rendah
6224,44,0,BUMN,554028,2,Nominal rendah
6227,44,1,Telekomunikasi,1000000,2,Nominal rendah
6228,44,0,ASN,250000,1,Nominal rendah
6230,44,0,Kesehatan,3000000,1,Nominal rendah
6231,44,0,Kesehatan,1000000,1,Nominal rendah
6234,44,0,Wiraswasta,1795000,1,Nominal rendah
6235,44,0,Tidak Bekerja,5000000,1,Nominal diatas rata-rata
6236,44,0,Karyawan,400000,1,Nominal rendah
6237,44,0,Pegawai Swasta,4000000,1,Nominal diatas rata-rata
6238,44,0,ASN,500000,1,Nominal rendah
6239,44,0,Supply Chain / Logistics,800000,1,Nominal rendah
6243,44,0,BUMN,583503,1,Nominal rendah
6245,44,0,Wiraswasta,550000,1,Nominal rendah
6246,44,0,Tidak Bekerja,3500000,1,Nominal rendah
6247,44,1,marketing,1800000,1,Nominal rendah
6248,44,0,TNI POLRI,950000,1,Nominal rendah
6249,44,1,Telekomunikasi,45000,1,Nominal rendah
6250,44,0,Pilot,225000,1,Nominal rendah
6258,44,0,BUMN,536578,2,Nominal rendah
6261,44,0,Pilot,1650000,2,Nominal rendah
6264,44,0,Wiraswasta,500000,0,Nominal rendah
6266,44,0,Supply Chain / Logistics,800000,0,Nominal rendah
6267,44,0,Amil,825000,0,Nominal rendah
6268,44,0,Amil,375000,0,Nominal rendah
6269,44,0,Wiraswasta,375000,0,Nominal rendah
6270,44,0,Amil,2500000,0,Nominal rendah
6271,44,0,BUMN,599403,0,Nominal rendah
6272,44,1,Pegawai Swasta,50000,0,Nominal rendah
6273,44,1,Telekomunikasi,1500000,0,Nominal rendah
6274,44,1,marketing,2500000,0,Nominal rendah
6279,44,0,Tidak Bekerja,2425000,2,Nominal rendah
6280,44,0,Wiraswasta,1118000,2,Nominal rendah
6286,45,0,Amil,550000,2,Nominal rendah
6287,45,0,Amil,256460,2,Nominal rendah
6288,45,1,Amil,575000,2,Nominal rendah
6290,45,0,Amil,575000,2,Nominal rendah
6296,45,1,Karyawan,391589,2,Nominal rendah
6297,45,1,ASN,102333,2,Nominal rendah
6303,45,1,Wiraswasta,500000,2,Nominal rendah
6304,45,0,ASN,2000000,2,Nominal rendah
6305,45,1,Karyawan,417388,2,Nominal rendah
6312,45,1,Karyawan,420138,2,Nominal rendah
6313,45,0,Amil,550000,1,Nominal rendah
6314,45,1,Amil,575000,1,Nominal rendah
6315,45,0,Amil,575000,1,Nominal rendah
6316,45,0,Amil,256460,1,Nominal rendah
6318,45,1,Karyawan,420138,1,Nominal rendah
6319,45,1,Wiraswasta,500000,1,Nominal rendah
6320,45,0,Lain-lain,37936944,1,Nominal tinggi
6326,45,1,Karyawan,400900,1,Nominal rendah
6327,45,0,Wiraswasta,5000000,1,Nominal diatas rata-rata
6328,45,0,ASN,7000000,1,Nominal diatas rata-rata
6332,45,0,Dosen,3260000,1,Nominal rendah
6335,45,0,Wiraswasta,180000,1,Nominal rendah
6336,45,0,Wiraswasta,45000,1,Nominal rendah
6337,45,0,Wiraswasta,90000,1,Nominal rendah
6341,45,0,Karyawan,225000,1,Nominal rendah
6343,45,1,Karyawan,422892,2,Nominal rendah
6344,45,0,Amil,333397,2,Nominal rendah
6345,45,0,Amil,747500,2,Nominal rendah
6346,45,1,Amil,747500,2,Nominal rendah
6347,45,0,Wiraswasta,700000,2,Nominal rendah
6348,45,0,Amil,715000,2,Nominal rendah
6350,45,1,Pendidikan,1500000,2,Nominal rendah
6351,45,1,Karyawan,410517,2,Nominal rendah
6352,45,0,Amil,269282,0,Nominal rendah
6353,45,1,Amil,603750,0,Nominal rendah
6354,45,0,Amil,577500,0,Nominal rendah
6356,45,0,Amil,603750,0,Nominal rendah
6362,45,0,Wiraswasta,700000,0,Nominal rendah
6363,45,0,Amil,2900000,0,Nominal rendah
6364,45,1,Pendidikan,1500000,0,Nominal rendah
6365,45,1,Karyawan,394339,2,Nominal rendah
6366,45,0,Wiraswasta,175000,2,Nominal rendah
6367,45,1,Lain-lain,84383,2,Nominal rendah
6373,45,1,Karyawan,391575,2,Nominal rendah
6380,45,1,Karyawan,392964,2,Nominal rendah
6386,45,0,Lain-lain,975000,2,Nominal rendah
6395,45,0,ASN,1500000,2,Nominal rendah
6397,45,1,Amil,452878,2,Nominal rendah
6398,45,0,Amil,404452,2,Nominal rendah
6399,45,0,Amil,421726,2,Nominal rendah
6400,45,0,Amil,244247,2,Nominal rendah
6401,45,0,Amil,413353,2,Nominal rendah
6402,45,1,Karyawan,391670,2,Nominal rendah
6404,45,0,Wiraswasta,625000,2,Nominal rendah
6405,45,1,Karyawan,386170,2,Nominal rendah
6411,45,0,ASN,2400000,2,Nominal rendah
6412,45,1,Amil,819245,2,Nominal rendah
6413,45,0,Amil,881548,2,Nominal rendah
6414,45,0,Amil,841096,2,Nominal rendah
6415,45,0,Amil,823293,2,Nominal rendah
6416,45,0,Amil,280884,2,Nominal rendah
6417,45,1,Karyawan,388839,2,Nominal rendah
6419,45,0,ASN,3525000,1,Nominal rendah
6422,45,0,Keuangan,5000000,1,Nominal diatas rata-rata
6426,45,0,Amil,10000,1,Nominal rendah
6428,45,0,Dosen,2603000,1,Nominal rendah
6434,45,1,Karyawan,771264,1,Nominal rendah
6435,45,0,Lain-lain,25690430,1,Nominal tinggi
6436,45,0,Wiraswasta,250000,1,Nominal rendah
6437,45,0,Wiraswasta,750000,1,Nominal rendah
6441,45,0,Karyawan,200000,1,Nominal rendah
6447,45,1,Karyawan,386339,2,Nominal rendah
6449,45,1,Amil,575000,0,Nominal rendah
6450,45,0,Amil,550000,0,Nominal rendah
6451,45,0,Amil,575000,0,Nominal rendah
6452,45,0,Amil,256460,0,Nominal rendah
6454,45,0,Wiraswasta,175000,0,Nominal rendah
6455,45,1,Karyawan,390000,0,Nominal rendah
6456,45,1,Lain-lain,84383,0,Nominal rendah
6457,45,0,Amil,2500000,0,Nominal rendah
6464,45,0,Amil,2200000,0,Nominal rendah
6471,46,0,ASN,500000,2,Nominal rendah
6472,46,0,ASN,1100000,2,Nominal rendah
6473,46,0,Wiraswasta,305000,2,Nominal rendah
6474,46,0,Pelayaran,50000,2,Nominal rendah
6475,46,0,Amil,175305,2,Nominal rendah
6476,46,0,Wiraswasta,1500000,2,Nominal rendah
6477,46,0,Kepala LPEM,537500,2,Nominal rendah
6480,46,1,Perbankan,280365,2,Nominal rendah
6481,46,0,Wiraswasta,297000,2,Nominal rendah
6482,46,0,IT,500000,2,Nominal rendah
6484,46,0,Pegawai Swasta,9650000,2,Nominal diatas rata-rata
6487,46,0,Wiraswasta,1350000,2,Nominal rendah
6488,46,0,Kepala LPEM,50000,2,Nominal rendah
6489,46,0,Instansi Vertikal Pemerintah Pusat,103448,2,Nominal rendah
6492,46,0,Wiraswasta,323000,2,Nominal rendah
6493,46,1,Perbankan,276740,2,Nominal rendah
6494,46,0,Instansi Vertikal Pemerintah Pusat,176272,2,Nominal rendah
6498,46,0,Wiraswasta,300000,2,Nominal rendah
6499,46,0,Wiraswasta,100000,2,Nominal rendah
6500,46,0,Wiraswasta,200000,2,Nominal rendah
6501,46,1,Perbankan,544105,2,Nominal rendah
6502,46,0,Instansi Vertikal Pemerintah Pusat,252505,1,Nominal rendah
6503,46,0,Amil,175305,1,Nominal rendah
6504,46,1,BUMN,205277,1,Nominal rendah
6505,46,0,Wiraswasta,1500000,1,Nominal rendah
6506,46,0,Kepala LPEM,537500,1,Nominal rendah
6507,46,0,IT,500000,1,Nominal rendah
6508,46,0,ASN,180000,1,Nominal rendah
6509,46,0,ASN,20000,1,Nominal rendah
6511,46,0,Wiraswasta,1200000,1,Nominal rendah
6513,46,0,Wiraswasta,310000,1,Nominal rendah
6514,46,0,Tidak Bekerja,200000,1,Nominal rendah
6515,46,0,Instansi Vertikal Pemerintah Pusat,270000,1,Nominal rendah
6516,46,0,Wiraswasta,180000,1,Nominal rendah
6520,46,1,Karyawan,9000000,1,Nominal diatas rata-rata
6522,46,0,Wiraswasta,1400000,1,Nominal rendah
6523,46,0,Wiraswasta,2000000,1,Nominal rendah
6525,46,0,Wiraswasta,275000,2,Nominal rendah
6526,46,0,Instansi Vertikal Pemerintah Pusat,625506,2,Nominal rendah
6527,46,0,Kepala LPEM,698750,2,Nominal rendah
6528,46,0,Wiraswasta,3000000,2,Nominal rendah
6529,46,0,Amil,227896,2,Nominal rendah
6530,46,0,Amil,200554,2,Nominal rendah
6531,46,0,Wiraswasta,310000,2,Nominal rendah
6533,46,0,ASN,500000,0,Nominal rendah
6534,46,0,Kepala LPEM,564375,0,Nominal rendah
6535,46,0,Pegawai Swasta,2900000,0,Nominal rendah
6536,46,0,Amil,184070,0,Nominal rendah
6537,46,0,Instansi Vertikal Pemerintah Pusat,824056,0,Nominal rendah
6539,46,0,Wiraswasta,1500000,0,Nominal rendah
6540,46,1,BUMN,215734,0,Nominal rendah
6543,46,0,Wiraswasta,312000,2,Nominal rendah
6545,46,1,ASN,78485,2,Nominal rendah
6547,46,0,Wiraswasta,315000,2,Nominal rendah
6551,46,1,Perbankan,259453,2,Nominal rendah
6552,46,1,BUMN,540414,2,Nominal rendah
6554,46,0,ASN,84383,2,Nominal rendah
6558,46,1,BUMN,197855,2,Nominal rendah
6562,46,0,IT,100000,2,Nominal rendah
6566,46,0,Tidak Bekerja,100,2,Nominal rendah
6570,46,1,Perbankan,311314,2,Nominal rendah
6581,46,0,Pegawai Swasta,10000000,2,Nominal diatas rata-rata
6582,46,0,Wiraswasta,600000,2,Nominal rendah
6583,46,0,Amil,166957,2,Nominal rendah
6586,46,0,Lain-lain,150000,2,Nominal rendah
6589,46,0,Wiraswasta,312500,2,Nominal rendah
6590,46,0,Pelayaran,500000,2,Nominal rendah
6591,46,0,Instansi Vertikal Pemerintah Pusat,144322,2,Nominal rendah
6592,46,1,Perbankan,239978,2,Nominal rendah
6594,46,0,Wiraswasta,650000,2,Nominal rendah
6599,46,0,Wiraswasta,307000,2,Nominal rendah
6601,46,0,Pelayaran,250000,2,Nominal rendah
6603,46,0,Amil,192000,2,Nominal rendah
6604,46,0,Amil,168965,2,Nominal rendah
6605,46,0,Wiraswasta,760000,2,Nominal rendah
6611,46,0,Wiraswasta,500000,1,Nominal rendah
6612,46,0,Instansi Vertikal Pemerintah Pusat,438237,1,Nominal rendah
6613,46,1,Perbankan,510032,1,Nominal rendah
6614,46,0,Pelayaran,500000,1,Nominal rendah
6615,46,0,Wiraswasta,917500,1,Nominal rendah
6618,46,0,Wiraswasta,200000,1,Nominal rendah
6619,46,0,Instansi Vertikal Pemerintah Pusat,315000,1,Nominal rendah
6622,46,0,Instansi Vertikal Pemerintah Pusat,146941,1,Nominal rendah
6623,46,0,ASN,180000,1,Nominal rendah
6625,46,0,Wiraswasta,23500000,1,Nominal tinggi
6626,46,0,Amil,100000,1,Nominal rendah
6627,46,0,Wiraswasta,620000,1,Nominal rendah
6628,46,0,Perbankan,5000000,1,Nominal diatas rata-rata
6629,46,1,Karyawan,12500000,1,Nominal diatas rata-rata
6631,46,0,Perbankan,180000,1,Nominal rendah
6633,46,1,Karyawan,1200000,1,Nominal rendah
6640,46,0,Wiraswasta,4200000,2,Nominal diatas rata-rata
6643,46,0,Wiraswasta,311000,2,Nominal rendah
6645,46,0,Pegawai Swasta,2500000,0,Nominal rendah
6646,46,0,Instansi Vertikal Pemerintah Pusat,146959,0,Nominal rendah
6647,46,0,Instansi Vertikal Pemerintah Pusat,106400,0,Nominal rendah
6648,46,0,Pelayaran,500000,0,Nominal rendah
6649,46,0,Instansi Vertikal Pemerintah Pusat,157364,0,Nominal rendah
6650,46,1,Perbankan,259453,0,Nominal rendah
6651,46,0,Kepala LPEM,537500,0,Nominal rendah
6652,46,0,Instansi Vertikal Pemerintah Pusat,144747,0,Nominal rendah
6653,46,0,Amil,175305,0,Nominal rendah
6654,46,0,Perbankan,5000000,0,Nominal diatas rata-rata
6655,46,0,Wiraswasta,316500,0,Nominal rendah
6656,46,0,Instansi Vertikal Pemerintah Pusat,257623,0,Nominal rendah
6657,46,1,ASN,78485,0,Nominal rendah
6658,46,0,ASN,84383,0,Nominal rendah
6660,46,0,IT,500000,0,Nominal rendah
6663,46,0,Kepala LPEM,2500000,0,Nominal rendah
6664,46,1,Perbankan,266703,2,Nominal rendah
6666,46,1,BUMN,184068,2,Nominal rendah
6669,47,0,IT,300000,2,Nominal rendah
6670,47,0,Amil,280833,2,Nominal rendah
6671,47,0,Amil,319074,2,Nominal rendah
6672,47,0,Amil,575000,2,Nominal rendah
6673,47,0,Migas,1000000,2,Nominal rendah
6677,47,0,Manufacture,850000,2,Nominal rendah
6678,47,0,industri makanan,2000000,2,Nominal rendah
6683,47,0,Migas,800000,2,Nominal rendah
6687,47,0,Peg Swasta,10001000,2,Nominal diatas rata-rata
6690,47,0,Amil,575000,1,Nominal rendah
6691,47,0,Amil,280833,1,Nominal rendah
6692,47,0,IT,300000,1,Nominal rendah
6693,47,0,Amil,319074,1,Nominal rendah
6694,47,0,Migas,2800000,1,Nominal rendah
6695,47,0,industri makanan,2000000,1,Nominal rendah
6699,47,0,Lain-lain,540000,1,Nominal rendah
6701,47,0,Migas,1000000,1,Nominal rendah
6705,47,1,Karyawan,5000000,1,Nominal diatas rata-rata
6706,47,0,Hukum,10080000,1,Nominal diatas rata-rata
6707,47,0,Migas,350000,1,Nominal rendah
6708,47,0,industri makanan,1000000,2,Nominal rendah
6710,47,0,Amil,747500,2,Nominal rendah
6711,47,0,Amil,365083,2,Nominal rendah
6712,47,0,Amil,414797,2,Nominal rendah
6713,47,0,Komputer,5000000,2,Nominal diatas rata-rata
6714,47,0,Peg Swasta,2000000,2,Nominal rendah
6715,47,0,industri makanan,1000000,0,Nominal rendah
6716,47,0,industri makanan,2000000,0,Nominal rendah
6717,47,0,Migas,2100000,0,Nominal rendah
6718,47,0,Amil,335028,0,Nominal rendah
6719,47,0,Amil,603750,0,Nominal rendah
6720,47,0,Amil,294875,0,Nominal rendah
6724,47,0,Migas,750000,0,Nominal rendah
6728,47,0,Tidak Bekerja,4000000,2,Nominal diatas rata-rata
6729,47,0,Amil,30000,2,Nominal rendah
6730,47,0,Amil,344074,2,Nominal rendah
6734,47,0,Manufacture,800000,2,Nominal rendah
6739,47,0,Migas,2700000,2,Nominal rendah
6740,47,0,Manufacture,900000,2,Nominal rendah
6745,47,0,Migas,1500000,2,Nominal rendah
6748,47,0,Wiraswasta,240000,2,Nominal rendah
6751,47,0,Migas,850000,2,Nominal rendah
6758,47,0,Manufacture,5000000,2,Nominal diatas rata-rata
6763,47,0,Manufacture,835000,2,Nominal rendah
6764,47,0,Amil,421325,2,Nominal rendah
6765,47,0,Amil,327690,2,Nominal rendah
6766,47,0,Amil,267460,2,Nominal rendah
6773,47,0,Manufacture,890000,2,Nominal rendah
6776,47,0,Amil,307579,2,Nominal rendah
6777,47,0,Amil,376843,2,Nominal rendah
6778,47,0,Amil,882350,2,Nominal rendah
6779,47,0,Lain-lain,500000,2,Nominal rendah
6780,47,0,Migas,1050000,1,Nominal rendah
6782,47,0,industri makanan,1000000,1,Nominal rendah
6783,47,0,Lain-lain,1700000,1,Nominal rendah
6784,47,0,Lain-lain,225000,1,Nominal rendah
6785,47,0,Swasta,15000000,1,Nominal diatas rata-rata
6786,47,0,Migas,750000,1,Nominal rendah
6788,47,0,Amil,344074,1,Nominal rendah
6790,47,0,Karyawan,7500000,1,Nominal diatas rata-rata
6791,47,1,Karyawan,10000000,1,Nominal diatas rata-rata
6794,47,0,Migas,850000,1,Nominal rendah
6797,47,0,Peg Swasta,5000000,1,Nominal diatas rata-rata
6799,47,1,Wiraswasta,45000,1,Nominal rendah
6800,47,0,Migas,600000,1,Nominal rendah
6801,47,0,Wiraswasta,10000000,1,Nominal diatas rata-rata
6805,47,0,Migas,2800000,2,Nominal rendah
6809,47,0,Manufacture,870000,2,Nominal rendah
6810,47,0,Wiraswasta,6600000,0,Nominal diatas rata-rata
6811,47,0,Amil,280833,0,Nominal rendah
6812,47,0,Migas,900000,0,Nominal rendah
6813,47,0,Amil,575000,0,Nominal rendah
6814,47,0,IT,300000,0,Nominal rendah
6815,47,0,Amil,344074,0,Nominal rendah
6816,47,0,Amil,2200000,0,Nominal rendah
6817,47,0,Lain-lain,500000,0,Nominal rendah
6827,47,0,Amil,15000,2,Nominal rendah
6828,48,1,Lain-lain,212500,2,Nominal rendah
6831,48,0,Amil,219976,2,Nominal rendah
6832,48,0,Amil,15000,2,Nominal rendah
6833,48,0,Amil,220070,2,Nominal rendah
6834,48,0,Amil,450000,2,Nominal rendah
6835,48,0,Amil,221038,2,Nominal rendah
6836,48,0,Amil,312784,2,Nominal rendah
6837,48,0,Otomotif,220000,2,Nominal rendah
6843,48,0,Tidak Bekerja,200000,2,Nominal rendah
6845,48,0,Otomotif,225000,2,Nominal rendah
6850,48,0,Tidak Bekerja,1500000,2,Nominal rendah
6851,48,1,Wiraswasta,5000000,2,Nominal diatas rata-rata
6856,48,0,Tidak Bekerja,10000000,2,Nominal diatas rata-rata
6858,48,0,Otomotif,321000,2,Nominal rendah
6860,48,0,Amil,219976,1,Nominal rendah
6861,48,0,Amil,220070,1,Nominal rendah
6862,48,0,Amil,450000,1,Nominal rendah
6863,48,0,Amil,312784,1,Nominal rendah
6864,48,0,Amil,221038,1,Nominal rendah
6865,48,0,Otomotif,310000,1,Nominal rendah
6866,48,0,Tidak Bekerja,1500000,1,Nominal rendah
6867,48,0,Tidak Bekerja,2000000,1,Nominal rendah
6873,48,0,Amil,360000,1,Nominal rendah
6879,48,0,Amil,135000,1,Nominal rendah
6880,48,0,Tidak Bekerja,2400000,1,Nominal rendah
6882,48,0,Tidak Bekerja,6007729,1,Nominal diatas rata-rata
6885,48,0,Amil,286092,2,Nominal rendah
6886,48,0,Amil,406619,2,Nominal rendah
6887,48,0,Amil,585000,2,Nominal rendah
6888,48,0,Amil,287349,2,Nominal rendah
6889,48,0,Amil,184750,2,Nominal rendah
6890,48,0,Amil,285969,2,Nominal rendah
6891,48,0,Otomotif,215000,2,Nominal rendah
6892,48,0,Amil,472500,0,Nominal rendah
6893,48,0,Amil,328423,0,Nominal rendah
6894,48,0,Amil,231074,0,Nominal rendah
6895,48,0,Amil,232090,0,Nominal rendah
6896,48,0,Amil,230975,0,Nominal rendah
6899,48,0,Otomotif,280000,0,Nominal rendah
6904,48,0,IT,602820,2,Nominal rendah
6907,48,0,Wiraswasta,2375000,2,Nominal rendah
6908,48,0,ASN,93578,2,Nominal rendah
6910,48,0,Wiraswasta,2500000,2,Nominal rendah
6911,48,0,IT,200000,2,Nominal rendah
6918,48,0,Otomotif,205000,2,Nominal rendah
6919,48,0,IT,150000,2,Nominal rendah
6930,48,0,Tidak Bekerja,5000000,2,Nominal diatas rata-rata
6931,48,0,Wiraswasta,13525000,2,Nominal diatas rata-rata
6937,48,0,Otomotif,200000,2,Nominal rendah
6938,48,0,Wiraswasta,2125000,2,Nominal rendah
6939,48,0,IT,679200,2,Nominal rendah
6947,48,0,Otomotif,240000,2,Nominal rendah
6948,48,0,Wiraswasta,3500000,2,Nominal rendah
6949,48,0,Tidak Bekerja,1275000,2,Nominal rendah
6950,48,0,IT,262500,2,Nominal rendah
6951,48,0,Tidak Bekerja,150000,2,Nominal rendah
6952,48,0,Otomotif,305000,2,Nominal rendah
6953,48,0,Amil,210512,2,Nominal rendah
6954,48,0,Amil,209501,2,Nominal rendah
6955,48,0,Amil,314528,2,Nominal rendah
6956,48,0,Amil,209591,2,Nominal rendah
6957,48,0,Amil,297890,2,Nominal rendah
6968,48,0,Otomotif,235000,2,Nominal rendah
6969,48,0,Tidak Bekerja,1000000,2,Nominal rendah
6972,48,0,Amil,240926,2,Nominal rendah
6973,48,0,Amil,342573,2,Nominal rendah
6974,48,0,Amil,241029,2,Nominal rendah
6975,48,0,Amil,720944,2,Nominal rendah
6977,48,0,Amil,242089,2,Nominal rendah
6981,48,0,IT,262500,1,Nominal rendah
6988,48,0,Amil,200000,1,Nominal rendah
6989,48,0,Tidak Bekerja,29003625,1,Nominal tinggi
6992,48,0,Konsultan,180000,1,Nominal rendah
6995,48,0,Otomotif,315000,1,Nominal rendah
6999,48,0,Pegawai Swasta,180000,1,Nominal rendah
7001,48,0,Pegawai Swasta,1500000,1,Nominal rendah
7005,48,0,IT,525000,2,Nominal rendah
7013,48,0,Otomotif,380000,2,Nominal rendah
7014,48,0,IT,533250,0,Nominal rendah
7015,48,0,Amil,221038,0,Nominal rendah
7016,48,0,Amil,220070,0,Nominal rendah
7017,48,0,Amil,450000,0,Nominal rendah
7018,48,0,Amil,219976,0,Nominal rendah
7019,48,0,Amil,312784,0,Nominal rendah
7020,48,0,Otomotif,215000,0,Nominal rendah
7022,48,0,Tidak Bekerja,1500000,0,Nominal rendah
7023,48,0,ASN,93578,0,Nominal rendah
7029,48,0,Wiraswasta,2425000,2,Nominal rendah
7030,48,0,IT,936450,2,Nominal rendah
7036,48,0,Otomotif,340000,2,Nominal rendah
7037,49,0,Amil,875000,2,Nominal rendah
7038,49,0,Bekerja,591000,2,Nominal rendah
7040,49,1,Wiraswasta,300000,2,Nominal rendah
7041,49,0,Wiraswasta,1151007,2,Nominal rendah
7044,49,0,Bekerja,800000,2,Nominal rendah
7047,49,0,Bekerja,625000,2,Nominal rendah
7048,49,0,Amil,875000,1,Nominal rendah
7049,49,0,Lain-lain,45000,1,Nominal rendah
7050,49,0,Bekerja,1595500,1,Nominal rendah
7051,49,0,Tidak Bekerja,1987000,1,Nominal rendah
7052,49,0,Wiraswasta,1151007,1,Nominal rendah
7057,49,0,Bekerja,225000,1,Nominal rendah
7058,49,0,Wiraswasta,1325000,1,Nominal rendah
7059,49,0,Wiraswasta,5000000,1,Nominal diatas rata-rata
7060,49,0,Lain-lain,45000,1,Nominal rendah
7061,49,0,Tidak Bekerja,10000000,1,Nominal diatas rata-rata
7062,49,0,Bekerja,730000,2,Nominal rendah
7063,49,0,Wiraswasta,1155429,2,Nominal rendah
7064,49,0,Tidak Bekerja,10000000,2,Nominal diatas rata-rata
7065,49,0,Wiraswasta,400000,2,Nominal rendah
7067,49,0,Amil,1137500,2,Nominal rendah
7068,49,0,Bekerja,685000,2,Nominal rendah
7069,49,0,Wiraswasta,1155429,0,Nominal rendah
7070,49,0,Tidak Bekerja,500000,0,Nominal rendah
7071,49,0,Amil,918750,0,Nominal rendah
7074,49,0,Amil,2900000,0,Nominal rendah
7075,49,0,Bekerja,1050750,2,Nominal rendah
7082,49,1,Wiraswasta,260000,2,Nominal rendah
7083,49,0,Dosen,97500,2,Nominal rendah
7089,49,0,Wiraswasta,5000000,2,Nominal diatas rata-rata
7091,49,0,Bekerja,650000,2,Nominal rendah
7096,49,0,Wiraswasta,1000000,2,Nominal rendah
7097,49,0,Wiraswasta,1046517,2,Nominal rendah
7098,49,1,Wiraswasta,250000,2,Nominal rendah
7099,49,0,Amil,783531,2,Nominal rendah
7101,49,0,Wiraswasta,1142003,2,Nominal rendah
7111,49,0,Amil,1057938,2,Nominal rendah
7112,49,0,ASN,3000000,2,Nominal rendah
7113,49,1,Wiraswasta,159600,1,Nominal rendah
7114,49,0,Jurnalistik,490500,1,Nominal rendah
7117,49,0,Bekerja,500000,1,Nominal rendah
7118,49,0,Bekerja,270000,1,Nominal rendah
7120,49,0,Jurnalistik,135000,1,Nominal rendah
7124,49,0,Amil,180000,1,Nominal rendah
7125,49,0,ASN,2500000,1,Nominal rendah
7130,49,0,Jurnalistik,517500,2,Nominal rendah
7138,49,0,Jurnalistik,492500,0,Nominal rendah
7139,49,0,Amil,875000,0,Nominal rendah
7140,49,1,Wiraswasta,260000,0,Nominal rendah
7141,49,0,Amil,2500000,0,Nominal rendah
7143,49,0,Wiraswasta,1983447,0,Nominal rendah
7145,49,0,Lain-lain,2000000,0,Nominal rendah
7147,49,1,Wiraswasta,270000,2,Nominal rendah
7148,50,1,Pegawai Swasta,150000,2,Nominal rendah
7149,50,1,ASN,602500,2,Nominal rendah
7150,50,0,Wiraswasta,1000000,2,Nominal rendah
7151,50,0,Amil,750000,2,Nominal rendah
7153,50,1,ASN,211305,2,Nominal rendah
7158,50,0,Wiraswasta,1500000,2,Nominal rendah
7162,50,0,Amil,750000,1,Nominal rendah
7163,50,1,Pegawai Swasta,150000,1,Nominal rendah
7166,50,1,Lain-lain,10000000,1,Nominal diatas rata-rata
7167,50,1,ASN,602500,1,Nominal rendah
7168,50,1,ASN,211305,1,Nominal rendah
7169,50,1,ASN,225245,1,Nominal rendah
7171,50,1,Ibu Rumah Tangga,9000000,1,Nominal diatas rata-rata
7172,50,1,ASN,301250,1,Nominal rendah
7173,50,0,Wiraswasta,1500000,1,Nominal rendah
7174,50,0,ASN,3000000,1,Nominal rendah
7176,50,0,ASN,17500000,1,Nominal tinggi
7177,50,0,Tidak Bekerja,3500000,1,Nominal rendah
7179,50,1,Pegawai Swasta,2500000,1,Nominal rendah
7180,50,0,Lain-lain,225000,1,Nominal rendah
7181,50,0,Lain-lain,1250000,1,Nominal rendah
7184,50,0,Amil,214212,2,Nominal rendah
7185,50,0,Amil,975000,2,Nominal rendah
7186,50,0,Amil,202213,2,Nominal rendah
7189,50,1,ASN,526495,0,Nominal rendah
7190,50,0,Wiraswasta,1500000,0,Nominal rendah
7191,50,0,Amil,2900000,0,Nominal rendah
7192,50,0,Amil,787500,0,Nominal rendah
7193,50,0,Amil,173017,0,Nominal rendah
7196,50,0,ASN,3300000,0,Nominal rendah
7199,50,1,ASN,602500,0,Nominal rendah
7203,50,0,ASN,100610,2,Nominal rendah
7222,50,0,wiraswasta,20000000,2,Nominal tinggi
7223,50,0,wiraswasta,3500000,2,Nominal rendah
7224,50,0,wiraswasta,10000000,2,Nominal diatas rata-rata
7226,50,1,ASN,202513,2,Nominal rendah
7227,50,0,Wiraswasta,250000,2,Nominal rendah
7228,50,0,Wiraswasta,2200000,2,Nominal rendah
7229,50,1,ASN,239630,2,Nominal rendah
7232,50,0,Amil,552494,2,Nominal rendah
7241,50,0,Wiraswasta,2000000,2,Nominal rendah
7243,50,0,Amil,170363,2,Nominal rendah
7244,50,0,Amil,1145012,2,Nominal rendah
7249,50,0,Wiraswasta,300000,1,Nominal rendah
7250,50,0,Konsultan,270000,1,Nominal rendah
7251,50,0,Wiraswasta,3000000,1,Nominal rendah
7252,50,0,Wiraswasta,1000000,1,Nominal rendah
7253,50,1,ASN,526495,1,Nominal rendah
7255,50,1,Ibu Rumah Tangga,4000000,1,Nominal diatas rata-rata
7256,50,0,Tidak Bekerja,7000000,1,Nominal diatas rata-rata
7258,50,0,Lain-lain,4000000,2,Nominal diatas rata-rata
7263,50,0,Wiraswasta,150000,2,Nominal rendah
7267,50,1,Ibu Rumah Tangga,3000000,0,Nominal rendah
7269,50,0,Wiraswasta,200000,0,Nominal rendah
7271,50,0,Amil,750000,0,Nominal rendah
7272,50,0,Amil,2500000,0,Nominal rendah
7273,50,1,Pegawai Swasta,150000,0,Nominal rendah
7274,50,1,ASN,211305,0,Nominal rendah
7275,50,0,ASN,100610,0,Nominal rendah
7276,50,1,ASN,301250,0,Nominal rendah
7277,50,1,ASN,225245,0,Nominal rendah
7278,50,0,ASN,2500000,0,Nominal rendah
